Description,Specification,Ratings,Price,Original_price,Discount,Reviews
"HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s- ey2001au Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15s- ey2001au'], ['Part Number', '8H969PA#ACJ'], ['Model Name', '15s- ey2001au'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 9.30 hours'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '3.9', '4.1']","['₹51,300']","['₹64,235']",['20% off'],"['380 Ratings & 32 Reviews', '(380)', '(2,662)', '(179)']"
"ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-EJ0241 Chromebook  (15.6 Inch, Transparent Silver, 1.80 Kg)","[['Sales Package', 'Laptop, Charger, Product manual'], ['Model Number', 'CX1500CKA-EJ0241'], ['Part Number', '90NX03Y2-M008E0'], ['Model Name', 'CX1500CKA-EJ0241'], ['Series', 'Chromebook'], ['Color', 'Transparent Silver'], ['Type', 'Chromebook'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]","['3.9', '3.9', '4', '4.2']","['₹15,990']","['₹32,990']",['51% off'],"['283 Ratings & 31 Reviews', '(283)', '(341)', '(1,226)']"
"HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) fy1003AU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 Kg kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, Quick Start Guide, Warranty Document'], ['Model Number', 'fy1003AU'], ['Part Number', '6K7V7PA#ACJ'], ['Model Name', '14s-fy1003AU'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 12 Hours'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4', '3.9']","['₹45,490']","['₹59,241']",['23% off'],"['637 Ratings & 44 Reviews', '(637)', '(73)', '(2,662)']"
"HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy5008TU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '14s - dy5008TU'], ['Part Number', '7Q864PA#ACJ'], ['Model Name', '14s - dy5008TU'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['3.9', '4.2']","['₹39,892']","['₹51,265']",['22% off'],"['(17)', '(1,791)']"
"APPLE 2022 MacBook Pro Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEP3HN/A  (13.3 Inch, Silver, 1.38 Kg)","[['Sales Package', 'MacBook Pro, 67W USB-C Power Adapter, USB-C Charge Cable (2 m)'], ['Model Number', 'MNEP3HN/A'], ['Part Number', 'MNEP3HN/A'], ['Model Name', 'MacBook Pro'], ['Series', '2022 MacBook Pro'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 20 Hours'], ['Power Supply', '67W USB-C Power Adapter'], ['MS Office Provided', 'No']]","['4.5', '4.5', '4.3', '4.6']","['₹1,09,990']","['₹1,29,900']",['15% off'],"['80 Ratings & 6 Reviews', '(80)', '(384)', '(2,975)']"
"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ545WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 Kg, With MS Office)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', 'X1502ZA-EJ545WS'], ['Part Number', '90NB0VX2-M02630'], ['Model Name', 'X1502ZA-EJ545WS'], ['Series', 'Vivobook 15'], ['Color', 'Icelight Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4.4', '4.1']","['₹49,990']","['₹74,990']",['33% off'],"['863 Ratings & 62 Reviews', '(863)', '(197)', '(304)']"
"realme Book Prime Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 Inch, Blue, 1.47 Kg)","[['Sales Package', 'Laptop, Charging Cable, Power Adaptor, User Guide'], ['Model Number', 'CloudPro002'], ['Part Number', '130290120138'], ['Model Name', 'CloudPro002'], ['Series', 'Book Prime'], ['Color', 'Blue'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Up to 12Hours'], ['MS Office Provided', 'No']]","['4.2', '4.2', '4', '3.6']","['₹47,999']","['₹69,999']",['31% off'],"['199 Ratings & 21 Reviews', '(199)', '(73)', '(372)']"
"realme Book Prime Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 Inch, Blue, 1.47 Kg)","[['Sales Package', 'Laptop, Charging Cable, Power Adaptor, User Guide'], ['Model Number', 'CloudPro002'], ['Part Number', '130290120138'], ['Model Name', 'CloudPro002'], ['Series', 'Book Prime'], ['Color', 'Blue'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Up to 12Hours'], ['MS Office Provided', 'No']]","['4.2', '4.2', '4', '3.6']","['₹47,999']","['₹69,999']",['31% off'],"['199 Ratings & 21 Reviews', '(199)', '(73)', '(372)']"
"Infinix INBook Y1 Plus Intel Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light Laptop  (39 cm, Blue, 1.76 kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'XL28'], ['Part Number', '71008301203'], ['Model Name', 'INBook Y1 Plus'], ['Series', 'INBook Y1 Plus Intel'], ['Color', 'Blue'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Everyday Use, Performance, Processing & Multitasking'], ['Battery Backup', 'Not Available'], ['Power Supply', '65W Type C Adapter'], ['MS Office Provided', 'No']]","['4.2', '4.2', '4', '4.4']","['₹25,990']","['₹49,990']",['48% off'],"['3,965 Ratings & 499 Reviews', '(3,965)', '(3,956)', '(8,553)']"
"Infinix INBook Y1 Plus Intel Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light Laptop  (15.6 inch, Silver, 1.76 kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'XL28'], ['Part Number', '71008301062'], ['Model Name', 'INBook Y1 Plus'], ['Series', 'INBook Y1 Plus Intel'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Everyday Use, Performance, Processing & Multitasking'], ['Battery Backup', 'Not Available'], ['Power Supply', '65W Type C Adapter'], ['MS Office Provided', 'No']]","['4.2', '4.2', '4', '4']","['₹25,990']","['₹49,990']",['48% off'],"['3,965 Ratings & 499 Reviews', '(3,965)', '(3,956)', '(3,161)']"
"ASUS TUF Gaming F15 (2023) with 90WHr Battery Intel H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060/144 Hz/140 TGP) FX507ZV-LP094W Gaming Laptop  (15.6 Inch, Mecha Gray, 2.20 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'FX507ZV-LP094W'], ['Part Number', '90NR0FA7-M006S0'], ['Model Name', 'FX507ZV-LP094W'], ['Series', 'TUF Gaming F15 (2023) with 90WHr Battery Intel H-Series'], ['Color', 'Mecha Gray'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'No'], ['TGP', '140 TGP']]","['4.5', '4.5', '3.9', '4.5']","['₹99,990']","['₹1,33,990']",['25% off'],"['116 Ratings & 10 Reviews', '(116)', '(5,026)', '(4,596)']"
"HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/50 TGP) 15-fa1132TX Gaming Laptop  (15.6 inch, Performance Blue, 2.37 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15-fa1132TX'], ['Part Number', '8U6Z8PA#ACJ'], ['Model Name', 'fa1132TX'], ['Series', 'Victus'], ['Color', 'Performance Blue'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'Yes'], ['TGP', '50 TGP']]","['4.3', '4.3', '3.9', '4.3']","['₹59,990']","['₹77,566']",['22% off'],"['296 Ratings & 19 Reviews', '(296)', '(5,026)', '(2,949)']"
"HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2223AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15s- eq2223AU'], ['Part Number', '7W474PA#ACJ'], ['Model Name', '15s- eq2223AU'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '3.9', '4.4']","['₹39,990']","['₹49,631']",['19% off'],"['2,450 Ratings & 211 Reviews', '(2,450)', '(2,662)', '(3,867)']"
"CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop  (14.1 inch, Grey, 1.39 kg)","[['Sales Package', 'Laptop, Charger, User Guide Manual'], ['Model Number', 'HeroBook Pro'], ['Part Number', 'CWI514'], ['Model Name', 'Hero Book Pro'], ['Color', 'Grey'], ['Type', 'Laptop'], ['Suitable For', 'Entertainment, Everyday Use, Learning, Processing & Multitasking, Travel & Business'], ['Battery Backup', 'Up To 9 Hours'], ['Power Supply', '24 W AC Adapter Fast Charger'], ['MS Office Provided', 'No'], ['Inbuilt 4G LTE', 'No'], ['Stylus Included', 'No']]","['3.6', '3.6', '3.7', '4']","['₹18,990']","['₹34,990']",['45% off'],"['204 Ratings & 35 Reviews', '(204)', '(101)', '(150)']"
"HP 841w6pa 255 g9 AMD Ryzen 3 Dual Core AMD Ryzen™ 3 processor 3250U - (8 GB/512 GB SSD/DOS) 255 G8 Laptop  (15.6 inch, Black, 1.47 kg)","[['Sales Package', 'Laptop, Power Adapter, Cable'], ['Model Number', '255 G8'], ['Part Number', '6E3Z0PA'], ['Model Name', '255 G8 Laptop'], ['Series', '841w6pa 255 g9'], ['Color', 'Black'], ['Type', 'Laptop'], ['Suitable For', 'Travel & Business, Entertainment, Everyday Use, Processing & Multitasking'], ['Battery Backup', '3 hours'], ['Power Supply', 'HP Smart 65 W EM External AC power adapter'], ['Battery Cell', 'HP Long Life 3-cell, 41 Wh Li-ion'], ['MS Office Provided', 'No'], ['Stylus Included', 'No']]","['4', '4', '4', '3.9']","['₹23,999']","['₹35,208']",['31% off'],"['33 Ratings & 5 Reviews', '(33)', '(73)', '(4,498)']"
"ASUS Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ544WS Laptop  (15.6 inch, Silver, With MS Office)","[['Sales Package', 'Laptop Adaptor: ø4.5, 65W AC Adapter User Guide'], ['Model Number', 'X1502ZA-EJ544WS'], ['Part Number', '90NB0VX2-M01WH0'], ['Model Name', 'Vivobook 15'], ['Color', 'Silver'], ['Type', 'Laptop'], ['Suitable For', 'Learning'], ['Battery Backup', '3 Hours Warranty'], ['MS Office Provided', 'Yes']]",['4.1'],"['₹52,990']","['₹69,500']",['23% off'],['(241)']
"DELL Inspiron Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)","[['Sales Package', 'Laptop, battery, adapter, cables and user manuals'], ['Model Number', 'INSPIRON 3511'], ['Part Number', 'D560659WIN9S'], ['Model Name', 'INSPIRON 3511'], ['Series', 'Inspiron'], ['Color', 'Platinum Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Everyday Use, Processing & Multitasking'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '3'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4', '3.9']","['₹53,890']","['₹83,022']",['35% off'],"['365 Ratings & 39 Reviews', '(365)', '(73)', '(2,662)']"
"HP Pavilion 15 AMD Ryzen 5 Hexa Core 13th Gen AMD Ryzen™ 5 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-EH2050AU Laptop  (15 inch, Natural Silver, 1.75 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15-EH2050AU'], ['Part Number', '7Z1H8PA'], ['Model Name', 'HP Pavilion 15'], ['Series', 'Pavilion 15'], ['Color', 'Natural Silver'], ['Type', 'Laptop'], ['Suitable For', 'Travel & Business, Processing & Multitasking, Entertainment, Entertainment'], ['Battery Backup', 'UPTO 4 HRS'], ['Power Supply', '65 W Smart AC power adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes'], ['Stylus Included', 'No']]","['3', '3', '3.9', '4.3']","['₹43,490']","['₹80,000']",['45% off'],"['6 Ratings & 0 Reviews', '(6)', '(5,026)', '(633)']"
"DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)","[['Sales Package', 'Laptop, battery, adapter, cables and user manuals'], ['Model Number', 'INSPIRON 3511'], ['Part Number', 'D560656WIN9S'], ['Model Name', 'INSPIRON 3511'], ['Series', 'Inspiron'], ['Color', 'Platinum Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Everyday Use, Processing & Multitasking'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '3'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4', '3.9']","['₹37,990']","['₹58,908']",['35% off'],"['1,543 Ratings & 207 Reviews', '(1,543)', '(73)', '(2,662)']"
"ASUS Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 8GB RTX 4060) FX507ZV-LP094W Gaming Laptop  (15.6 inch, Gray, With MS Office)","[['Sales Package', 'Laptop Adaptor, 240W AC Adapter User Guide'], ['Model Number', 'FX507ZV-LP094W'], ['Part Number', '90NR0FA7-M006S0'], ['Model Name', 'TUF Gaming F15'], ['Color', 'Gray'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]","['4.4', '4']","['₹1,06,990']","['₹1,33,990']",['20% off'],"['(31,570)', '(325)']"
"Acer Aspire 3 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) A315-24P Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.78 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'A315-24P'], ['Part Number', 'NX.KDESI.004'], ['Model Name', 'Aspire 3'], ['Series', 'Aspire 3'], ['Color', 'Pure Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '45W AC Adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['3.7', '3.7', '3.9']","['₹35,990']","['₹69,990']",['48% off'],"['3 Ratings & 0 Reviews', '(3)', '(2,500)']"
"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ993WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adapter, Warranty Documents, User Manual'], ['Model Number', 'X1502ZA-EJ993WS'], ['Part Number', '90NB0VX2-M02HB0'], ['Model Name', 'X1502ZA-EJ993WS'], ['Series', 'Vivobook 15'], ['Color', 'Icelight Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4.2', '4.3']","['₹39,990']","['₹58,990']",['32% off'],"['1,607 Ratings & 162 Reviews', '(1,607)', '(1,791)', '(4,683)']"
"HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6500M/60 Hz) 15-fb0147AX Gaming Laptop  (15.6 Inch, Performance Blue, 2.37 Kg)",[],"['4.3', '4.3', '3.8', '4.5']","['₹47,990']","['₹63,628']",['24% off'],"['985 Ratings & 92 Reviews', '(985)', '(81)', '(1,927)']"
"Lenovo Yoga Slim 6 Intel Evo Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) 14IAP8 Thin and Light Laptop  (14 inch, Storm Grey, 1.35 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '14IAP8'], ['Part Number', '82WU0095IN'], ['Model Name', '14IAP8'], ['Series', 'Yoga Slim 6 Intel Evo'], ['Color', 'Storm Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4.1', '4.4']","['₹65,190']","['₹78,590']",['17% off'],"['639 Ratings & 99 Reviews', '(639)', '(241)', '(31,570)']"
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15IHU6'], ['Part Number', '82K101PCIN'], ['Model Name', '15IHU6'], ['Series', 'IdeaPad Gaming 3'], ['Color', 'Shadow Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '135W Slim Tip (3 Pin)'], ['MS Office Provided', 'No']]","['4.2', '4.2', '4.3', '3.8']","['₹50,990']","['₹71,290']",['28% off'],"['244 Ratings & 21 Reviews', '(244)', '(17,758)', '(81)']"
"Acer Aspire 3 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.78 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'A315-59'], ['Part Number', 'NX.K6TSI.009 / UN.K6TSI.002/ UN.K6TSI.016'], ['Model Name', 'Aspire 3'], ['Series', 'Aspire 3'], ['Color', 'Pure Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '45 W AC adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4', '4.4']","['₹44,990']","['₹67,999']",['33% off'],"['493 Ratings & 39 Reviews', '(493)', '(73)', '(8,553)']"
"MSI Bravo 15 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX6500M/144 Hz) Bravo 15 B5ED-035IN Gaming Laptop  (15.6 inch, Black, 2.35 Kg)","[['Sales Package', 'Laptop, power adapter'], ['Model Number', 'Bravo 15 B5ED-035IN'], ['Part Number', '9S7-158M12-035'], ['Model Name', 'Bravo 15 B5ED'], ['Series', 'Bravo 15'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '150W adapter'], ['MS Office Provided', 'No']]","['4.4', '4.4', '4', '4.5']","['₹56,990']","['₹72,990']",['21% off'],"['1,076 Ratings & 132 Reviews', '(1,076)', '(73)', '(1,927)']"
"Acer One14 Backlit Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop  (14 Inch, Silver, 1.49 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'Z8-415'], ['Part Number', 'UN.599SI.020'], ['Model Name', 'Z8-415'], ['Series', 'One14 Backlit'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]","['3.7', '3.7', '3.9', '4.6']","['₹34,990']","['₹59,999']",['41% off'],"['1,632 Ratings & 220 Reviews', '(1,632)', '(2,662)', '(346)']"
"ASUS Vivobook S15 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) K3502ZA-L702WS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 Kg, With MS Office)",[],"['4', '4', '4', '4.2']","['₹77,990']","['₹1,16,990']",['33% off'],"['61 Ratings & 4 Reviews', '(61)', '(7,674)', '(1,824)']"
"HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adapter, User Guide, Warranty Documents'], ['Model Number', '14-dv2014TU'], ['Part Number', '6K9C3PA#ACJ'], ['Model Name', '14-dv2014TU'], ['Series', 'Pavilion'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Entertainment, Performance'], ['Battery Cell', '3'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '3.9', '4.4']","['₹63,990']","['₹77,142']",['17% off'],"['1,316 Ratings & 112 Reviews', '(1,316)', '(2,662)', '(15,663)']"
"MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)","[['Sales Package', 'Laptop, Power adapter'], ['Model Number', 'Modern 14 C7M-062IN'], ['Part Number', '9S7-14JK11-062'], ['Model Name', 'Modern 14 C7M-062IN'], ['Series', 'Modern 14'], ['Color', 'Urban Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking, Entertainment'], ['Power Supply', '65W adapter'], ['Battery Cell', '3 cell'], ['MS Office Provided', 'No']]","['4.4', '4.4', '3.3', '4.2']","['₹37,990']","['₹64,990']",['41% off'],"['713 Ratings & 100 Reviews', '(713)', '(15)', '(1,791)']"
"Lenovo ThinkPad 15 Intel Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Thin and Light Laptop  (15.6 Inch, Mineral Grey, 1.7 Kg)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', 'TB15 G4 IAP'], ['Part Number', '21DJA049IH'], ['Model Name', 'TB15 G4 IAP'], ['Series', 'ThinkPad 15 Intel'], ['Color', 'Mineral Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 6 Hours'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4', '4', '3.9', '4.2']","['₹49,990']","['₹64,029']",['21% off'],"['101 Ratings & 14 Reviews', '(101)', '(5,026)', '(1,791)']"
"HP Chromebook Plus (2023) Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook  (14 inch, Mineral Silver, 1.49 kg)","[['Sales Package', 'Laptop, Power Adaptor, Battery, Warranty Documents, User Guide'], ['Model Number', '14c-cc0010TU'], ['Part Number', '46D70PA#ACJ'], ['Model Name', '14c-cc0010TU'], ['Series', 'Chromebook Plus (2023)'], ['Color', 'Mineral Silver'], ['Type', 'Chromebook'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4', '4', '4', '4.5']","['₹42,990']","['₹72,154']",['40% off'],"['115 Ratings & 6 Reviews', '(115)', '(68)', '(69)']"
"Lenovo V15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light Laptop  (15.6 Inch, Black, 1.7 Kg)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', 'V15 G2 ALC'], ['Part Number', '82KDA022IH'], ['Model Name', 'V15 G2 ALC'], ['Series', 'V15'], ['Color', 'Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 7.5 Hours'], ['Battery Cell', '2 Cell'], ['MS Office Provided', 'No']]","['4.2', '4.2', '4', '4.2']","['₹35,390']","['₹69,525']",['49% off'],"['1,187 Ratings & 119 Reviews', '(1,187)', '(3,956)', '(1,791)']"
"ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G513RC-HN061W Gaming Laptop  (15.6 Inch, Eclipse Gray, 2.10 Kg)","[['Sales Package', 'Laptop, Power Adapter, Warranty Documents, User Manual'], ['Model Number', 'G513RC-HN061W'], ['Part Number', '90NR08A5-M00330'], ['Model Name', 'G513RC-HN061W'], ['Series', 'ROG Strix G15'], ['Color', 'Eclipse Gray'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4.8', '4']","['₹77,990']","['₹1,17,990']",['33% off'],"['403 Ratings & 47 Reviews', '(403)', '(31)', '(325)']"
"Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.62 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15IRU8'], ['Part Number', '82X70033IN'], ['Model Name', '15IRU8'], ['Series', 'IdeaPad Slim 3'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '65W Round Tip (3 Pin)'], ['MS Office Provided', 'Yes']]","['4', '4', '4', '4.2']","['₹44,990']","['₹64,690']",['30% off'],"['11 Ratings & 3 Reviews', '(11)', '(1,247)', '(1,791)']"
"HP Pavilion (2023) Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15-eg3079TU'], ['Part Number', '86T11PA#ACJ'], ['Model Name', '15-eg3079TU'], ['Series', 'Pavilion (2023)'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'No']]","['4.3', '4.3', '3.9', '4.4']","['₹68,990']","['₹83,705']",['17% off'],"['223 Ratings & 14 Reviews', '(223)', '(2,662)', '(31,570)']"
